Parcel_ID|Municipality|Property_Address|Alternate_ID|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2013_Mkt|Land_Value_2013_Reval|Building_Value_2013_Mkt|Building_Value_2013_Reval|Total_Value_2013_Mkt|Total_Value_2013_Reval
0194-F-00132-0000-00|926 MT. LEBANON|520 MORELAND DR||Mt Lebanon|92608|Taxable|8/11/2009|Regular|1|Residential|14009|SINGLE FAMILY|119|Yes|No|No|16,514 SQFT|41400|71800|88600|134200|130000|206000
0194-F-00138-0000-00|926 MT. LEBANON|528 MORELAND DR||Mt Lebanon|92608|Taxable|3/5/1975|Regular|30000|Residential||SINGLE FAMILY|0|Yes|No|No|7,092 SQFT|34500|70300|109400|170300|143900|240600
0194-F-00140-0000-00|926 MT. LEBANON|534 MORELAND DR||Mt Lebanon|92608|Taxable|10/8/1951|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|7,380 SQFT|34600|70400|76400|65900|111000|136300
0194-F-00142-0000-00|926 MT. LEBANON|540 MORELAND DR||Mt Lebanon|92608|Taxable|5/30/1984|Regular|57000|Residential|6875|SINGLE FAMILY|442|Yes|No|No|7,237 SQFT|34600|70400|125400|170100|160000|240500
0194-F-00144-0000-00|926 MT. LEBANON|544 MORELAND DR||Mt Lebanon|92608|Taxable|8/3/2005|Regular|159500|Residential|12540|SINGLE FAMILY|171|Yes|No|No|6,788 SQFT|34400|70300|88400|119100|122800|189400
0194-F-00146-0000-00|926 MT. LEBANON|550 MORELAND DR||Mt Lebanon|92608|Taxable|10/5/1992|Regular|108000|Residential|8822|SINGLE FAMILY|407|Yes|No|No|6,994 SQFT|27900|70300|79800|89000|107700|159300
0194-F-00148-0000-00|926 MT. LEBANON|558 MORELAND DR||Mt Lebanon|92608|Taxable|8/10/1990|Regular|85000|Residential|8309|SINGLE FAMILY|427|Yes|No|No|7,194 SQFT|34600|70400|75900|88200|110500|158600
0194-F-00150-0000-00|926 MT. LEBANON|560 MORELAND DR||Mt Lebanon|92608|Taxable|12/2/1998|Regular|83000|Residential|10355|SINGLE FAMILY|417|Yes|No|No|7,400 SQFT|34600|70400|46400|47300|81000|117700
0194-F-00152-0000-00|926 MT. LEBANON|564 MORELAND DR||Mt Lebanon|92608|Taxable|9/12/1986|Regular|69000|Residential|7387|SINGLE FAMILY|137|Yes|No|No|7,604 SQFT|34700|70400|89900|88500|124600|158900
0194-F-00158-0000-00|926 MT. LEBANON|575 MORELAND DR||Mt Lebanon|92608|Taxable|2/5/1999|Regular|92000|Residential|10402|SINGLE FAMILY|322|Yes|Yes|No|8,276 SQFT|35000|70500|83000|139200|118000|209700
0194-F-00160-0000-00|926 MT. LEBANON|565 MORELAND DR||Mt Lebanon|92608|Taxable|11/4/1965|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,133 SQFT|31400|70500|58300|131800|89700|202300
0194-F-00162-0000-00|926 MT. LEBANON|559 MORELAND DR||Mt Lebanon|92608|Taxable|7/18/2000|Regular|89900|Residential|10818|SINGLE FAMILY|378|No|No|No|7,991 SQFT|31400|70500|79300|91800|110700|162300
0194-F-00164-0000-00|926 MT. LEBANON|555 MORELAND DR||Mt Lebanon|92608|Taxable|10/14/1997|Regular|135000|Residential|10055|SINGLE FAMILY|141|Yes|No|No|7,848 SQFT|32000|70500|120000|182800|152000|253300
0194-F-00166-0000-00|926 MT. LEBANON|551 MORELAND DR||Mt Lebanon|92608|Taxable|7/27/1987|Regular|54000|Residential|7607|SINGLE FAMILY|168|Yes|No|No|7,756 SQFT|31300|70400|84700|75900|116000|146300
0194-F-00170-0000-00|926 MT. LEBANON|545 MORELAND DR||Mt Lebanon|92608|Taxable|6/16/2011|Regular|219000|Residential|14607|SINGLE FAMILY|106|Yes|No|No|14,843 SQFT|36000|71600|118900|141100|154900|212700
0194-F-00172-0000-00|926 MT. LEBANON|533 MORELAND DR||Mt Lebanon|92608|Taxable|4/21/1981|Regular|65000|Residential|6360|SINGLE FAMILY|364|Yes|No|No|7,278 SQFT|31100|70400|93100|108900|124200|179300
0194-F-00174-0000-00|926 MT. LEBANON|529 MORELAND DR||Mt Lebanon|92608|Taxable|2/10/2003|Regular|143000|Residential|11570|SINGLE FAMILY|366|Yes|No|No|7,624 SQFT|31300|70400|92900|98800|124200|169200
0194-F-00176-0000-00|926 MT. LEBANON|523 MORELAND DR||Mt Lebanon|92608|Taxable|7/11/1991|Regular|140000|Residential|8520|SINGLE FAMILY|169|Yes|No|No|9,267 SQFT|32000|70700|140500|154500|172500|225200
0194-F-00180-0000-00|926 MT. LEBANON|519 MORELAND DR||Mt Lebanon|92608|Taxable|3/25/1996|Regular|133000|Residential|9656|SINGLE FAMILY|127|Yes|No|No|11,582 SQFT|33700|71100|122300|142500|156000|213600
0194-F-00182-0000-00|926 MT. LEBANON|515 MORELAND DR||Mt Lebanon|92608|Taxable|8/18/2003|Regular|126250|Residential|11748|SINGLE FAMILY|84|Yes|No|No|9,323 SQFT|32100|70700|89900|63600|122000|134300
0194-F-00184-0000-00|926 MT. LEBANON|511 MORELAND DR||Mt Lebanon|92608|Taxable|4/9/1997|Regular|119000|Residential|9918|SINGLE FAMILY|455|Yes|No|No|8,706 SQFT|31600|70600|92800|114100|124400|184700
0194-F-00186-0000-00|926 MT. LEBANON|503 MORELAND DR||Mt Lebanon|92608|Taxable|6/26/1998|Regular|84000|Residential|10232|SINGLE FAMILY|53|Yes|No|No|12,935 SQFT|34700|71300|100900|135900|135600|207200
0194-F-00194-0000-00|926 MT. LEBANON|1457 BOWER HILL RD||Mt Lebanon|92608|Taxable|1/26/2004|Regular|1|Residential|11929|SINGLE FAMILY|46|Yes|No|No|6,373 SQFT|30800|70200|84800|81800|115600|152000
0194-F-00196-0000-00|926 MT. LEBANON|1451 BOWER HILL RD||Mt Lebanon|92608|Taxable|2/8/2005|Regular|90000|Residential|12344|SINGLE FAMILY|356|No|No|No|8,794 SQFT|31700|70600|77400|71900|109100|142500
0194-F-00198-0000-00|926 MT. LEBANON|1445 BOWER HILL RD||Mt Lebanon|92608|Taxable|6/8/1989|Regular|85500|Residential|8031|SINGLE FAMILY|218|No|No|No|9,497 SQFT|32200|70700|99100|99600|131300|170300
0194-F-00200-0000-00|926 MT. LEBANON|1441 BOWER HILL RD||Mt Lebanon|92608|Taxable|5/20/1999|Regular|107000|Residential|10481|SINGLE FAMILY|55|Yes|No|No|13,717 SQFT|35200|71400|90100|116400|125300|187800
0194-F-00202-0000-00|926 MT. LEBANON|1433 BOWER HILL RD||Mt Lebanon|92608|Taxable|11/7/1986|Regular|113000|Residential|7426|SINGLE FAMILY|86|Yes|No|No|32,117 SQFT|48500|74300|130700|151600|179200|225900
0194-F-00214-0000-00|926 MT. LEBANON|502 CLEMSON DR||Mt Lebanon|92608|Taxable|3/1/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,027 SQFT|35400|70600|91300|78100|126700|148700
0194-F-00216-0000-00|926 MT. LEBANON|506 CLEMSON DR||Mt Lebanon|92608|Taxable|4/29/2002|Regular|160000|Residential|11331|SINGLE FAMILY|444|Yes|No|No|7,833 SQFT|31000|70500|121000|100900|152000|171400
0194-F-00218-0000-00|926 MT. LEBANON|510 CLEMSON DR||Mt Lebanon|92608|Taxable|4/6/2009|Regular|1|Residential|13894|SINGLE FAMILY|567|Yes|No|No|7,937 SQFT|31400|70500|102900|97000|134300|167500
0194-F-00220-0000-00|926 MT. LEBANON|514 CLEMSON DR||Mt Lebanon|92608|Taxable|1/20/1995|Regular|109000|Residential|9388|SINGLE FAMILY|298|Yes|No|No|8,007 SQFT|31400|70500|105600|88100|137000|158600
0194-F-00222-0000-00|926 MT. LEBANON|518 CLEMSON DR||Mt Lebanon|92608|Taxable|10/21/2003|Regular|145000|Residential|11826|SINGLE FAMILY|189|Yes|No|No|8,233 SQFT|30000|70500|85000|147600|115000|218100
0194-F-00224-0000-00|926 MT. LEBANON|522 CLEMSON DR||Mt Lebanon|92608|Taxable|11/17/2011|Regular|1|Residential|14742|SINGLE FAMILY|258|No|No|No|7,850 SQFT|29600|70500|103900|117100|133500|187600
0194-F-00226-0000-00|926 MT. LEBANON|526 CLEMSON DR||Mt Lebanon|92608|Taxable|11/30/2007|Regular|219000|Residential|13453|SINGLE FAMILY|172|Yes|No|No|7,952 SQFT|29600|70500|126100|141600|155700|212100
0194-F-00228-0000-00|926 MT. LEBANON|530 CLEMSON DR||Mt Lebanon|92608|Taxable|7/16/2010|Regular|185000|Residential|14327|SINGLE FAMILY|81|No|No|No|9,920 SQFT|32500|70800|119600|99300|152100|170100
0194-F-00230-0000-00|926 MT. LEBANON|534 CLEMSON DR||Mt Lebanon|92608|Taxable|9/25/1974|Regular|50000|Residential||SINGLE FAMILY|0|Yes|Yes|No|10,119 SQFT|32600|70800|80400|79900|113000|150700
0194-F-00232-0000-00|926 MT. LEBANON|538 CLEMSON DR||Mt Lebanon|92608|Taxable|6/22/2010|Regular|148545|Residential|14298|SINGLE FAMILY|211|No|No|No|10,237 SQFT|32700|70800|105100|104000|137800|174800
0194-F-00236-0000-00|926 MT. LEBANON|525 CLEMSON DR||Mt Lebanon|92608|Taxable|5/10/1999|Regular|124000|Residential|10473|SINGLE FAMILY|61|Yes|No|No|6,500 SQFT|34300|70200|82000|75300|116300|145500
0194-F-00238-0000-00|926 MT. LEBANON|521 CLEMSON DR||Mt Lebanon|92608|Taxable|12/30/1998|Regular|113000|Residential|10377|SINGLE FAMILY|555|Yes|No|No|6,500 SQFT|34300|70200|82300|78600|116600|148800
0194-F-00240-0000-00|926 MT. LEBANON|517 CLEMSON DR||Mt Lebanon|92608|Taxable|7/20/2009|Regular|142000|Residential|13985|SINGLE FAMILY|458|Yes|No|No|6,500 SQFT|34300|70200|76100|63200|110400|133400
0194-F-00242-0000-00|926 MT. LEBANON|513 CLEMSON DR||Mt Lebanon|92608|Taxable|10/7/2003|Regular|105050|Residential|11812|SINGLE FAMILY|240|Yes|No|No|6,500 SQFT|34300|70200|84100|65800|118400|136000
0194-F-00244-0000-00|926 MT. LEBANON|509 CLEMSON DR||Mt Lebanon|92608|Taxable|10/20/2000|Regular|71500|Residential|10894|SINGLE FAMILY|432|Yes|No|No|6,500 SQFT|34300|70200|52300|49700|86600|119900
0194-F-00246-0000-00|926 MT. LEBANON|505 CLEMSON DR||Mt Lebanon|92608|Taxable|1/13/2005|Regular|1|Residential|12319|SINGLE FAMILY|455|No|No|No|7,000 SQFT|34500|70300|111200|103500|145700|173800
0194-F-00248-0000-00|926 MT. LEBANON|501 CLEMSON DR||Mt Lebanon|92608|Taxable|12/4/1997|Regular|106000|Residential|10091|SINGLE FAMILY|234|No|No|No|6,924 SQFT|34500|70300|82600|81800|117100|152100
0194-F-00250-0000-00|926 MT. LEBANON|497 CLEMSON DR||Mt Lebanon|92608|Taxable|8/6/1982|Regular|125000|Residential|6511|SINGLE FAMILY|595|Yes|No|No|10,594 SQFT|36800|70900|158200|181000|195000|251900
0194-F-00256-0000-00|926 MT. LEBANON|520 SANDRAE DR||Mt Lebanon|92608|Taxable|8/9/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|18,611 SQFT|38700|72200|158000|175900|196700|248100
0194-F-00258-0000-00|926 MT. LEBANON|524 SANDRAE DR||Mt Lebanon|92608|Taxable|8/31/2007|Regular|290000|Residential|13362|SINGLE FAMILY|345|Yes|No|No|18,098 SQFT|38400|72100|154700|166700|193100|238800
0194-F-00260-0000-00|926 MT. LEBANON|528 SANDRAE DR||Mt Lebanon|92608|Taxable|10/6/1967|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|7,890 SQFT|31400|70500|128900|147100|160300|217600
0194-F-00262-0000-00|926 MT. LEBANON|532 SANDRAE DR||Mt Lebanon|92608|Taxable|6/25/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|Yes|No|7,152 SQFT|31100|70300|147100|144800|178200|215100
0194-G-00006-0000-00|926 MT. LEBANON|579 MORELAND DR||Mt Lebanon|92608|Taxable|10/15/2009|Regular|215000|Residential|14071|SINGLE FAMILY|478|Yes|No|No|8,582 SQFT|31600|70600|112800|138900|144400|209500
0194-G-00010-0000-00|926 MT. LEBANON|562 CLEMSON DR||Mt Lebanon|92608|Taxable|8/25/1981|Regular|95000|Residential|6395|SINGLE FAMILY|167|Yes|No|No|11,920 SQFT|33900|71100|129200|140000|163100|211100
0194-G-00013-0000-00|926 MT. LEBANON|558 CLEMSON DR||Mt Lebanon|92608|Taxable|5/27/1998|Regular|135000|Residential|10206|SINGLE FAMILY|132|Yes|No|No|9,952 SQFT|32500|70800|111500|110500|144000|181300
0194-G-00016-0000-00|926 MT. LEBANON|554 CLEMSON DR||Mt Lebanon|92608|Taxable|11/1/1988|Regular|112000|Residential|7900|SINGLE FAMILY|512|Yes|No|No|10,547 SQFT|32900|70900|105700|106100|138600|177000
0194-G-00019-0000-00|926 MT. LEBANON|550 CLEMSON DR||Mt Lebanon|92608|Taxable|5/11/2004|Corporation|1|Residential|12040|SINGLE FAMILY|492|Yes|No|No|11,900 SQFT|33900|71100|116700|118100|150600|189200
0194-G-00022-0000-00|926 MT. LEBANON|546 CLEMSON DR||Mt Lebanon|92608|Taxable|7/13/1979|Regular|78000|Residential||SINGLE FAMILY|0|Yes|No|No|11,304 SQFT|33500|71000|96100|105400|129600|176400
0194-G-00025-0000-00|926 MT. LEBANON|542 CLEMSON DR||Mt Lebanon|92608|Taxable|6/22/2010|Regular|178900|Residential|14298|SINGLE FAMILY|234|Yes|No|No|10,361 SQFT|36500|70900|95200|98200|131700|169100
0194-G-00030-0000-00|926 MT. LEBANON|529 CLEMSON DR||Mt Lebanon|92608|Taxable|4/17/2008|Regular|166500|Residential|13580|SINGLE FAMILY|393|Yes|No|No|6,500 SQFT|34300|70200|87700|117600|122000|187800
0194-G-00032-0000-00|926 MT. LEBANON|533 CLEMSON DR||Mt Lebanon|92608|Taxable|9/7/2006|Regular|138400|Residential|12984|SINGLE FAMILY|474|No|No|No|6,500 SQFT|34300|70200|100800|94400|135100|164600
0194-G-00034-0000-00|926 MT. LEBANON|537 CLEMSON DR||Mt Lebanon|92608|Taxable|7/2/2002|Regular|136400|Residential|11389|SINGLE FAMILY|512|Yes|No|No|6,793 SQFT|34400|70300|95000|82800|129400|153100
0194-G-00036-0000-00|926 MT. LEBANON|552 SANDRAE DR||Mt Lebanon|92608|Taxable|12/18/1997|Regular|155900|Residential|10100|SINGLE FAMILY|294|Yes|No|No|9,726 SQFT|32400|70800|165400|155100|197800|225900
0194-G-00038-0000-00|926 MT. LEBANON|548 SANDRAE DR||Mt Lebanon|92608|Taxable|9/16/1983|Regular|91000|Residential|6731|SINGLE FAMILY|457|Yes|No|No|7,974 SQFT|31400|70500|138600|145600|170000|216100
0194-G-00040-0000-00|926 MT. LEBANON|544 SANDRAE DR||Mt Lebanon|92608|Taxable|5/1/1992|Regular|161500|Residential|8707|SINGLE FAMILY|540|Yes|No|No|7,702 SQFT|34800|70400|134900|150300|169700|220700
0194-G-00042-0000-00|926 MT. LEBANON|540 SANDRAE DR||Mt Lebanon|92608|Taxable|11/20/1967|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|7,702 SQFT|34800|70400|122800|138400|157600|208800
0194-G-00044-0000-00|926 MT. LEBANON|536 SANDRAE DR||Mt Lebanon|92608|Taxable|4/29/2003|Regular|185500|Residential|11632|SINGLE FAMILY|92|Yes|No|No|7,702 SQFT|34800|70400|127600|148900|162400|219300
0194-G-00046-0000-00|926 MT. LEBANON|523 SANDRAE DR||Mt Lebanon|92608|Taxable|12/31/2009|Regular|209000|Residential|14145|SINGLE FAMILY|288|Yes|No|No|12,456 SQFT|34300|71200|147700|145300|182000|216500
0194-G-00048-0000-00|926 MT. LEBANON|527 SANDRAE DR||Mt Lebanon|92608|Taxable|5/31/1983|Regular|86960|Residential|6663|SINGLE FAMILY|340|Yes|No|No|8,838 SQFT|31700|70600|137900|146100|169600|216700
0194-G-00050-0000-00|926 MT. LEBANON|531 SANDRAE DR||Mt Lebanon|92608|Taxable|9/26/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,285 SQFT|31500|70500|141900|146900|173400|217400
0194-G-00052-0000-00|926 MT. LEBANON|535 SANDRAE DR||Mt Lebanon|92608|Taxable|4/28/1966|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,843 SQFT|31700|70600|149500|148100|181200|218700
0194-G-00054-0000-00|926 MT. LEBANON|539 SANDRAE DR||Mt Lebanon|92608|Taxable|6/22/1988|Regular|150000|Residential|7810|SINGLE FAMILY|124|Yes|No|No|8,487 SQFT|31600|70600|107300|124100|138900|194700
0194-G-00056-0000-00|926 MT. LEBANON|543 SANDRAE DR||Mt Lebanon|92608|Taxable|6/20/2006|Regular|1|Residential|12886|SINGLE FAMILY|559|Yes|No|No|10,408 SQFT|32800|70900|146900|149200|179700|220100
0194-G-00072-0000-00|926 MT. LEBANON|542 PAT HAVEN DR||Mt Lebanon|92608|Taxable|12/23/1982|Regular|72000|Residential|6583|SINGLE FAMILY|285|Yes|No|No|9,155 SQFT|31900|70700|167600|167100|199500|237800
0194-G-00074-0000-00|926 MT. LEBANON|538 PAT HAVEN DR||Mt Lebanon|92608|Taxable|2/20/2007|Regular|175000|Residential|13149|SINGLE FAMILY|297|Yes|No|No|8,385 SQFT|31500|70500|114200|121400|145700|191900
0194-G-00076-0000-00|926 MT. LEBANON|534 PAT HAVEN DR||Mt Lebanon|92608|Taxable|4/7/2009|Regular|154900|Residential|13895|SINGLE FAMILY|479|Yes|No|No|8,158 SQFT|31500|70500|98600|95900|130100|166400
0194-G-00078-0000-00|926 MT. LEBANON|530 PAT HAVEN DR||Mt Lebanon|92608|Taxable|4/27/2010|Regular|143000|Residential|14239|SINGLE FAMILY|10|Yes|No|No|7,656 SQFT|31300|70400|106500|100400|137800|170800
0194-G-00080-0000-00|926 MT. LEBANON|526 PAT HAVEN DR||Mt Lebanon|92608|Taxable|4/17/1981|Regular|70000|Residential|6359|SINGLE FAMILY|642|Yes|No|No|6,877 SQFT|31000|70300|134000|151800|165000|222100
0194-G-00084-0000-00|926 MT. LEBANON|549 PAT HAVEN DR||Mt Lebanon|92608|Taxable|3/30/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|6,600 SQFT|30900|70300|84000|76300|114900|146600
0194-G-00086-0000-00|926 MT. LEBANON|553 PAT HAVEN DR||Mt Lebanon|92608|Taxable|8/29/2011|Regular|200000|Residential|14673|SINGLE FAMILY|217|No|No|No|6,600 SQFT|30900|70300|93200|85900|124100|156200
0194-G-00088-0000-00|926 MT. LEBANON|557 PAT HAVEN DR||Mt Lebanon|92608|Taxable|10/12/2004|Regular|1|Residential|12222|SINGLE FAMILY|111|Yes|No|No|6,600 SQFT|30900|70300|140000|148200|170900|218500
0194-G-00090-0000-00|926 MT. LEBANON|561 PAT HAVEN DR||Mt Lebanon|92608|Taxable|12/22/2004|Regular|1|Residential|12298|SINGLE FAMILY|315|Yes|No|No|8,400 SQFT|31500|70500|134400|140400|165900|210900
0194-G-00092-0000-00|926 MT. LEBANON|565 PAT HAVEN DR||Mt Lebanon|92608|Taxable|9/11/1989|Regular|110000|Residential|8095|SINGLE FAMILY|598|Yes|No|No|8,400 SQFT|31500|70500|135100|141200|166600|211700
0194-G-00094-0000-00|926 MT. LEBANON|569 PAT HAVEN DR||Mt Lebanon|92608|Taxable|1/12/2010|Regular|1|Residential|14154|SINGLE FAMILY|279|Yes|No|No|8,276 SQFT|31500|70500|113800|130500|145300|201000
0194-G-00096-0000-00|926 MT. LEBANON|573 PAT HAVEN DR||Mt Lebanon|92608|Taxable|1/28/1977|Regular|1|Residential||SINGLE FAMILY|0|Yes|No|No|9,079 SQFT|31900|70700|121700|128200|153600|198900
0194-G-00098-0000-00|926 MT. LEBANON|577 PAT HAVEN DR||Mt Lebanon|92608|Taxable|7/29/1996|Regular|152500|Residential|9749|SINGLE FAMILY|26|Yes|No|No|7,510 SQFT|31200|70400|131700|155200|162900|225600
0194-G-00100-0000-00|926 MT. LEBANON|581 PAT HAVEN DR||Mt Lebanon|92608|Taxable|5/17/1995|Regular|165000|Residential|9457|SINGLE FAMILY|523|Yes|No|No|11,790 SQFT|33800|71100|137400|147400|171200|218500
0194-G-00102-0000-00|926 MT. LEBANON|600 PAT HAVEN DR||Mt Lebanon|92608|Taxable|5/23/2011|Regular|341500|Residential|14585|SINGLE FAMILY|204|Yes|No|No|11,368 SQFT|33500|71000|128800|182400|162300|253400
0194-G-00104-0000-00|926 MT. LEBANON|558 PAT HAVEN DR||Mt Lebanon|92608|Taxable|10/28/2011|Regular|1|Residential|14726|SINGLE FAMILY|96|Yes|No|No|9,806 SQFT|32400|70800|145800|170300|178200|241100
0194-G-00106-0000-00|926 MT. LEBANON|554 PAT HAVEN DR||Mt Lebanon|92608|Taxable|7/31/1973|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|8,533 SQFT|31600|70600|141300|157600|172900|228200
0194-G-00108-0000-00|926 MT. LEBANON|550 PAT HAVEN DR||Mt Lebanon|92608|Taxable|11/13/2006|Regular|1|Residential|13055|SINGLE FAMILY|211|No|No|No|9,100 SQFT|31900|70700|125800|146700|157700|217400
0194-G-00110-0000-00|926 MT. LEBANON|546 PAT HAVEN DR||Mt Lebanon|92608|Taxable|6/28/2002|Regular|80000|Residential|11386|SINGLE FAMILY|90|Yes|No|No|11,421 SQFT|33600|71000|154500|164100|188100|235100
0194-G-00112-0000-00|926 MT. LEBANON|547 SANDRAE DR||Mt Lebanon|92608|Taxable|7/24/1979|Regular|123900|Residential||SINGLE FAMILY|0|Yes|No|No|9,144 SQFT|31900|70700|207200|241800|239100|312500
0194-G-00114-0000-00|926 MT. LEBANON|551 SANDRAE DR||Mt Lebanon|92608|Taxable|4/9/1997|Regular|154000|Residential|9918|SINGLE FAMILY|459|Yes|No|No|7,799 SQFT|31300|70500|131100|147600|162400|218100
0194-G-00116-0000-00|926 MT. LEBANON|555 SANDRAE DR||Mt Lebanon|92608|Taxable|7/14/2009|Regular|256525|Residential|13979|SINGLE FAMILY|519|Yes|No|No|7,799 SQFT|31300|70500|142400|149300|173700|219800
0194-G-00118-0000-00|926 MT. LEBANON|559 SANDRAE DR||Mt Lebanon|92608|Taxable|6/1/2000|Regular|195000|Residential|10778|SINGLE FAMILY|551|Yes|No|No|7,799 SQFT|31300|70500|147000|152100|178300|222600
0194-G-00120-0000-00|926 MT. LEBANON|563 SANDRAE DR||Mt Lebanon|92608|Taxable|10/15/2003|Regular|225000|Residential|11819|SINGLE FAMILY|445|Yes|No|No|7,800 SQFT|31000|70500|149000|159000|180000|229500
0194-G-00122-0000-00|926 MT. LEBANON|567 SANDRAE DR||Mt Lebanon|92608|Taxable|11/20/2008|Regular|184900|Residential|13794|SINGLE FAMILY|552|Yes|No|No|7,799 SQFT|43000|70500|141900|157100|184900|227600
0194-G-00124-0000-00|926 MT. LEBANON|571 SANDRAE DR||Mt Lebanon|92608|Taxable|9/23/1976|Regular|60000|Residential||SINGLE FAMILY|0|Yes|No|No|7,799 SQFT|31300|70500|123700|193500|155000|264000
0194-G-00126-0000-00|926 MT. LEBANON|575 SANDRAE DR||Mt Lebanon|92608|Taxable|8/18/2004|Regular|319000|Residential|12159|SINGLE FAMILY|448|Yes|No|No|9,509 SQFT|35800|70700|170400|171500|206200|242200
0194-G-00128-0000-00|926 MT. LEBANON|592 SANDRAE DR||Mt Lebanon|92608|Taxable|6/23/1972|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|17,640 SQFT|33300|72000|147700|242700|181000|314700
0194-G-00130-0000-00|926 MT. LEBANON|588 SANDRAE DR||Mt Lebanon|92608|Taxable|3/10/1986|Regular|1|Residential|7257|SINGLE FAMILY|101|Yes|Yes|No|12,979 SQFT|38600|71300|128500|162900|167100|234200
0194-G-00132-0000-00|926 MT. LEBANON|584 SANDRAE DR||Mt Lebanon|92608|Taxable|6/4/1965|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|12,305 SQFT|38000|71200|109700|151200|147700|222400
0194-G-00134-0000-00|926 MT. LEBANON|580 SANDRAE DR||Mt Lebanon|92608|Taxable|8/10/1965|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|11,692 SQFT|37500|71100|132300|141400|169800|212500
0194-G-00136-0000-00|926 MT. LEBANON|576 SANDRAE DR||Mt Lebanon|92608|Taxable|12/12/1972|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|11,048 SQFT|37000|71000|138700|148000|175700|219000
0194-G-00138-0000-00|926 MT. LEBANON|572 SANDRAE DR||Mt Lebanon|92608|Taxable|6/27/1986|Regular|113000|Residential|7327|SINGLE FAMILY|544|Yes|No|No|10,405 SQFT|32800|70900|175800|164000|208600|234900
0194-G-00140-0000-00|926 MT. LEBANON|568 SANDRAE DR||Mt Lebanon|92608|Taxable|9/30/1980|Regular|113500|Residential|6300|SINGLE FAMILY|550|Yes|No|No|9,762 SQFT|32400|70800|144900|148700|177300|219500
0194-G-00142-0000-00|926 MT. LEBANON|564 SANDRAE DR||Mt Lebanon|92608|Taxable|4/9/1998|Regular|138000|Residential|10170|SINGLE FAMILY|498|Yes|No|No|9,118 SQFT|31900|70700|114300|116600|146200|187300
0194-G-00144-0000-00|926 MT. LEBANON|560 SANDRAE DR||Mt Lebanon|92608|Taxable|4/21/1992|Regular|150000|Residential|8697|SINGLE FAMILY|518|No|No|No|8,474 SQFT|31600|70600|150600|141800|182200|212400
0194-G-00146-0000-00|926 MT. LEBANON|556 SANDRAE DR||Mt Lebanon|92608|Taxable|6/30/1989|Regular|170000|Residential|8047|SINGLE FAMILY|607|Yes|No|No|9,835 SQFT|32400|70800|149800|161300|182200|232100
0194-G-00160-0000-00|926 MT. LEBANON|541 CLEMSON DR||Mt Lebanon|92608|Taxable|12/11/1996|Regular|155000|Residential|9844|SINGLE FAMILY|179|Yes|No|No|10,272 SQFT|36400|70800|141700|143500|178100|214300
0194-G-00163-0000-00|926 MT. LEBANON|545 CLEMSON DR||Mt Lebanon|92608|Taxable|9/29/2009|Regular|1|Residential|14054|SINGLE FAMILY|511|Yes|No|No|8,797 SQFT|35200|70600|118700|135900|153900|206500
0194-G-00169-0000-00|926 MT. LEBANON|549 CLEMSON DR||Mt Lebanon|92608|Taxable|10/30/2007|Regular|216467|Residential|13422|SINGLE FAMILY|537|Yes|No|No|9,654 SQFT|35900|70700|161500|171300|197400|242000
0194-G-00172-0000-00|926 MT. LEBANON|553 CLEMSON DR||Mt Lebanon|92608|Taxable|4/17/1974|Regular|0|Residential||SINGLE FAMILY|0|No|No|No|9,205 SQFT|35500|70700|120700|137200|156200|207900
0194-G-00175-0000-00|926 MT. LEBANON|557 CLEMSON DR||Mt Lebanon|92608|Taxable|3/7/1988|Regular|131000|Residential|7740|SINGLE FAMILY|364|Yes|No|No|9,659 SQFT|35900|70800|140100|155300|176000|226100
0194-G-00178-0000-00|926 MT. LEBANON|561 CLEMSON DR||Mt Lebanon|92608|Taxable|8/17/1995|Regular|154000|Residential|9521|SINGLE FAMILY|105|Yes|No|No|11,168 SQFT|37100|71000|134600|151400|171700|222400
0194-G-00251-0000-00|926 MT. LEBANON|1386 CRAIGVIEW DR||Mt Lebanon|92608|Taxable|10/28/2011|Regular|140000|Residential|14726|SINGLE FAMILY|14|Yes|No|No|8,520 SQFT|31600|70600|83500|79600|115100|150200
