PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0098E00026000000,98-E-26,210,ARDEN RD,15216,113600,40600,Taxable,Regular,Residential,SINGLE FAMILY,6735
0098E00046000000,98-E-46,252,ARDEN RD,15216,107100,41100,Taxable,Regular,Residential,SINGLE FAMILY,7726
0098E00016000000,98-E-16,235,PARKER DR,15216,114000,48000,Taxable,Regular,Residential,SINGLE FAMILY,7200
0098E00028000000,98-E-28,214,ARDEN RD,15216,120100,40000,Taxable,Regular,Residential,SINGLE FAMILY,5650
0098E00034000000,98-E-34,230,ARDEN RD,15216,84900,40500,Taxable,Regular,Residential,SINGLE FAMILY,6696
0098E00030000000,98-E-30,220,ARDEN RD,15216,96700,40500,Taxable,Regular,Residential,SINGLE FAMILY,6696
0098E00010000000,98-E-10,245,PARKER DR,15216,89500,48000,Taxable,Regular,Residential,SINGLE FAMILY,7200
0098E00038000000,98-E-38,240,ARDEN RD,15216,66900,40000,Taxable,Regular,Residential,SINGLE FAMILY,5650
0098E00018000000,98-E-18,231,PARKER DR,15216,120700,37800,Taxable,Regular,Residential,SINGLE FAMILY,6000
0098E00024000000,98-E-24,208,BEVERLY RD,15216,190000,50000,Taxable,Regular,Commercial,APART: 5-19 UNITS,19313
0098E00012000000,98-E-12,243,PARKER DR,15216,81200,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0098E00042000000,98-E-42,250,ARDEN RD,15216,147600,48000,Taxable,Regular,Residential,SINGLE FAMILY,7726
0098E00050000000,98-E-50,260,ARDEN RD,15216,130300,40500,Taxable,Regular,Residential,SINGLE FAMILY,6696
0098E00080000000,98-E-80,212,BEVERLY RD,15216,77600,65600,Taxable,Regular,Residential,TWO FAMILY,18947
0098E00048000000,98-E-48,256,ARDEN RD,15216,95000,40600,Taxable,Corporation,Residential,SINGLE FAMILY,6830
0098E00054000000,98-E-54,269,ARDEN RD,15216,108400,47400,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00032000000,98-E-32,224,ARDEN RD,15216,114500,40500,Taxable,Regular,Residential,SINGLE FAMILY,6696
0098E00060000000,98-E-60,257,ARDEN RD,15216,148800,37200,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00128000000,98-E-128,277,COLONIAL DR,15216,72900,38500,Taxable,Regular,Residential,SINGLE FAMILY,6333
0098E00062000000,98-E-62,253,ARDEN RD,15216,136000,48000,Taxable,Regular,Residential,SINGLE FAMILY,7205
0098E00084000000,98-E-84,218,BEVERLY RD,15216,94700,47000,Taxable,Regular,Residential,TWO FAMILY,5595
0098E00092000000,98-E-92,230,BEVERLY RD,15216,2515000,125000,Taxable,Corporation,Commercial,APART:40+ UNITS,16650
0098E00058000000,98-E-58,261,ARDEN RD,15216,74900,47400,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00064000000,98-E-64,162,ARDEN RD,15216,120500,49100,Taxable,Regular,Residential,SINGLE FAMILY,8255
0098E00082000000,98-E-82,214 -216,BEVERLY RD,15216,97200,47100,Taxable,Regular,Residential,TWO FAMILY,5652
0098E00094000000,98-E-94,0,BEVERLY RD,15216,0,10000,Taxable,Corporation,Commercial,APART:40+ UNITS,4080
0098E00106000000,98-E-106,124,N MEADOWCROFT AVE,15216,48100,36900,Taxable,Corporation,Residential,SINGLE FAMILY,4117
0098E00108000000,98-E-108,128,N MEADOWCROFT AVE,15216,98300,42900,Taxable,Regular,Residential,SINGLE FAMILY,6721
0098E00036000000,98-E-36,234,ARDEN RD,15216,93900,40500,Taxable,Regular,Residential,SINGLE FAMILY,6696
0098E00056000000,98-E-56,267,ARDEN RD,15216,80100,47400,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00072000000,98-E-72,233,ARDEN RD,15216,64200,45700,Taxable,Regular,Residential,SINGLE FAMILY,3420
0098E00120000000,98-E-120,272,COLONIAL DR,15216,108400,40300,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00134000000,98-E-134,267,COLONIAL DR,15216,139400,47700,Taxable,Regular,Residential,SINGLE FAMILY,6623
0098E00138000100,98-E-138-1,105,N MEADOWCROFT AVE,15216,60600,27400,Taxable,Regular,Residential,SINGLE FAMILY,5418
0098E00116000000,98-E-116,260,COLONIAL DR,15216,109000,40300,Taxable,Corporation,Residential,SINGLE FAMILY,6250
0098E00132000000,98-E-132,271,COLONIAL DR,15216,74800,47300,Taxable,Regular,Residential,SINGLE FAMILY,5961
0098E00144000000,98-E-144,256,BEVERLY RD,15216,166000,44200,Taxable,Regular,Commercial,APART: 5-19 UNITS,5697
0098E00066000000,98-E-66,237,ARDEN RD,15216,117900,47900,Taxable,Regular,Residential,SINGLE FAMILY,7038
0098E00096000000,98-E-96,238,BEVERLY RD,15216,46000,20000,Taxable,Regular,Residential,ROWHOUSE,3149
0098E00138000000,98-E-138,107,N MEADOWCROFT AVE,15216,38300,49700,Taxable,Regular,Residential,TOWNHOUSE,8688
0098E00140000000,98-E-140,101,N MEADOWCROFT AVE,15216,79000,53600,Taxable,Corporation,Residential,TWO FAMILY,14988
0098E00126000000,98-E-126,281,COLONIAL DR,15216,96900,47300,Taxable,Regular,Residential,SINGLE FAMILY,6000
0098E00112000000,98-E-112,252,COLONIAL DR,15216,119400,40800,Taxable,Regular,Residential,SINGLE FAMILY,7205
0098E00118000000,98-E-118,264,COLONIAL DR,15216,66400,40300,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00114000000,98-E-114,258,COLONIAL DR,15216,96500,40300,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00122000000,98-E-122,274,COLONIAL DR,15216,113800,40300,Taxable,Regular,Residential,SINGLE FAMILY,6250
0098E00130000000,98-E-130,273,COLONIAL DR,15216,112500,47500,Taxable,Regular,Residential,SINGLE FAMILY,6393
0098E00146000000,98-E-146,260,BEVERLY RD,15216,140300,39100,Taxable,Regular,Commercial,APART: 5-19 UNITS,4765
0098E00170000000,98-E-170,237,EDWARD AVE,15216,74300,30700,Taxable,Regular,Residential,SINGLE FAMILY,6100
0098E00176000000,98-E-176,226,EDWARD AVE,15216,57000,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00162000000,98-E-162,271,DELL AVE,15216,123100,25900,Taxable,Regular,Residential,TWO FAMILY,5753
0098E00192000000,98-E-192,310,EDWARD AVE,15216,71000,27600,Taxable,Regular,Residential,SINGLE FAMILY,3850
0098E00168000000,98-E-168,241,EDWARD AVE,15216,79900,29800,Taxable,Regular,Residential,SINGLE FAMILY,5002
0098E00198000000,98-E-198,319,DELL AVE,15216,58800,23500,Taxable,Regular,Residential,SINGLE FAMILY,3850
0098E00040000000,98-E-40,244,ARDEN RD,15216,78000,47100,Taxable,Regular,Residential,SINGLE FAMILY,5650
0098E00074000000,98-E-74,231,ARDEN RD,15216,53100,45900,Taxable,Corporation,Residential,SINGLE FAMILY,3610
0098E00098000000,98-E-98,240,BEVERLY RD,15216,36000,30000,Taxable,Regular,Residential,ROWHOUSE,2200
0098E00102000000,98-E-102,246,BEVERLY RD,15216,85000,48000,Taxable,Regular,Residential,TWO FAMILY,7194
0098E00310000000,98-E-310,218,SIEAFORTH AVE,15216,67100,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00303000000,98-E-303,433,LAYTON AVE,15216,66700,29900,Taxable,Regular,Residential,SINGLE FAMILY,5074
0098E00336000000,98-E-336,131,ARDEN RD,15216,69400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00338000000,98-E-338,127,ARDEN RD,15216,55900,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00320000000,98-E-320,236,SIEAFORTH AVE,15216,62900,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00326000000,98-E-326,250,SIEAFORTH AVE,15216,41100,27100,Taxable,Regular,Residential,SINGLE FAMILY,3601
0098E00318000000,98-E-318,232,SIEAFORTH AVE,15216,65300,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00324000000,98-E-324,246,SIEAFORTH AVE,15216,36400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00160000000,98-E-160,325,DELL AVE,15216,87400,25600,Taxable,Regular,Residential,SINGLE FAMILY,5189
0098E00182000000,98-E-182,236,EDWARD AVE,15216,84600,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00312000000,98-E-312,220,SIEAFORTH AVE,15216,88400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00202000000,98-E-202,311,DELL AVE,15216,83000,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00208000000,98-E-208,247,DELL AVE,15216,90900,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00322000000,98-E-322,240,SIEAFORTH AVE,15216,69400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00158000000,98-E-158,327,DELL AVE,15216,62200,22400,Taxable,Regular,Residential,SINGLE FAMILY,3186
0098E00214000000,98-E-214,237,DELL AVE,15216,81800,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00230000000,98-E-230,224,DELL AVE,15216,59400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00150000000,98-E-150,251,BEVERLY RD,15216,229100,72900,Taxable,Corporation,Commercial,APART: 5-19 UNITS,10482
0098E00178000000,98-E-178,228,EDWARD AVE,15216,89500,30300,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00180000000,98-E-180,230,EDWARD AVE,15216,77100,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00184000000,98-E-184,242,EDWARD AVE,15216,50000,25000,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00200000000,98-E-200,265,DELL AVE,15216,56100,23500,Taxable,Regular,Residential,SINGLE FAMILY,3850
0098E00228000000,98-E-228,218,DELL AVE,15216,73100,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00234000000,98-E-234,230,DELL AVE,15216,96600,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00190000000,98-E-190,306,EDWARD AVE,15216,90400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00210000000,98-E-210,245,DELL AVE,15216,84300,29100,Taxable,Regular,Residential,SINGLE FAMILY,4620
0098E00156000000,98-E-156,329,DELL AVE,15216,82000,25000,Taxable,Corporation,Residential,TWO FAMILY,4771
0098E00188000000,98-E-188,304,EDWARD AVE,15216,81200,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00194000000,98-E-194,318,EDWARD AVE,15216,111400,30700,Taxable,Regular,Residential,SINGLE FAMILY,6050
0098E00218000000,98-E-218,227,DELL AVE,15216,52600,25800,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00172000000,98-E-172,231,EDWARD AVE,15216,95700,30700,Taxable,Regular,Residential,SINGLE FAMILY,6100
0098E00186000000,98-E-186,300,EDWARD AVE,15216,53400,21600,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00204000000,98-E-204,251,DELL AVE,15216,87800,29200,Taxable,Regular,Residential,SINGLE FAMILY,4235
0098E00238000000,98-E-238,238,DELL AVE,15216,100300,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00257000000,98-E-257,0,BEVERLY RD,15216,0,1100,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,1260
0098E00258000000,98-E-258,70,N MEADOWCROFT AVE,15216,87100,28700,Taxable,Regular,Residential,SINGLE FAMILY,8120
0098E00206000000,98-E-206,249,DELL AVE,15216,82100,24300,Taxable,Regular,Residential,SINGLE FAMILY,4345
0098E00222000000,98-E-222,215,DELL AVE,15216,64300,25800,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00242000000,98-E-242,246,DELL AVE,15216,47000,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00226000000,98-E-226,214,DELL AVE,15216,59600,25800,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00246000000,98-E-246,254,DELL AVE,15216,73500,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00248000000,98-E-248,260,DELL AVE,15216,94400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00254000000,98-E-254,272,DELL AVE,15216,89700,34900,Taxable,Regular,Residential,SINGLE FAMILY,13029
0098E00270000000,98-E-270,253,SIEAFORTH AVE,15216,47800,26400,Taxable,Regular,Residential,SINGLE FAMILY,6600
0098E00236000000,98-E-236,234,DELL AVE,15216,90600,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00272000000,98-E-272,245,SIEAFORTH AVE,15216,83700,26400,Taxable,Regular,Residential,SINGLE FAMILY,6600
0098E00264000000,98-E-264,231,BEVERLY RD,15216,95900,29400,Taxable,Regular,Residential,SINGLE FAMILY,12533
0098E00244000000,98-E-244,250,DELL AVE,15216,115000,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00260000000,98-E-260,235,BEVERLY RD,15216,53200,21100,Taxable,Regular,Residential,SINGLE FAMILY,3736
0098E00250000000,98-E-250,268,DELL AVE,15216,75700,27600,Taxable,Regular,Residential,SINGLE FAMILY,6096
0098E00276000000,98-E-276,239,SIEAFORTH AVE,15216,60300,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00216000000,98-E-216,231,DELL AVE,15216,125600,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00232000000,98-E-232,226,DELL AVE,15216,60500,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00305000000,98-E-305,435,LAYTON AVE,15216,95500,29500,Taxable,Regular,Residential,SINGLE FAMILY,4874
0098E00328000000,98-E-328,256,SIEAFORTH AVE,15216,65000,20000,Taxable,Regular,Residential,SINGLE FAMILY,9621
0098E00262000000,98-E-262,233,BEVERLY RD,15216,71000,30500,Taxable,Regular,Residential,SINGLE FAMILY,5733
0098E00344000000,98-E-344,111,ARDEN RD,15216,89600,26000,Taxable,Regular,Residential,SINGLE FAMILY,6007
0098E00340000000,98-E-340,121,ARDEN RD,15216,64600,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00334000000,98-E-334,135,ARDEN RD,15216,61000,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00348000000,98-E-348,126,ARDEN RD,15216,89500,36700,Taxable,Regular,Residential,SINGLE FAMILY,16126
0098E00342000000,98-E-342,119,ARDEN RD,15216,51400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00316000000,98-E-316,230,SIEAFORTH AVE,15216,56400,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00332000000,98-E-332,215,BEVERLY RD,15216,57300,14800,Taxable,Regular,Residential,ROWHOUSE,4950
0098E00288000000,98-E-288,215,SIEAFORTH AVE,15216,85100,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00301000000,98-E-301,431,LAYTON AVE,15216,65800,30200,Taxable,Regular,Residential,SINGLE FAMILY,5274
0098E00282000000,98-E-282,225,SIEAFORTH AVE,15216,93300,23700,Taxable,Regular,Residential,SINGLE FAMILY,4000
0098E00297000000,98-E-297,425,LAYTON AVE,15216,75500,30500,Taxable,Corporation,Residential,SINGLE FAMILY,5738
0098E00280000000,98-E-280,231,SIEAFORTH AVE,15216,67800,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00286000000,98-E-286,217,SIEAFORTH AVE,15216,60400,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00295000000,98-E-295,423,LAYTON AVE,15216,49600,30000,Taxable,Regular,Residential,SINGLE FAMILY,5116
0098E00278000000,98-E-278,233,SIEAFORTH AVE,15216,47400,18200,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00308000000,98-E-308,212,SIEAFORTH AVE,15216,71300,29700,Taxable,Regular,Residential,SINGLE FAMILY,4938
0098E00284000000,98-E-284,219,SIEAFORTH AVE,15216,72700,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00293000000,98-E-293,421,LAYTON AVE,15216,64300,29700,Taxable,Regular,Residential,SINGLE FAMILY,4972
0098E00299000000,98-E-299,429,LAYTON AVE,15216,65400,30200,Taxable,Regular,Residential,SINGLE FAMILY,5274
0098E00314000000,98-E-314,224,SIEAFORTH AVE,15216,77900,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00330000000,98-E-330,211,BEVERLY RD,15216,35400,33600,Taxable,Regular,Residential,ROWHOUSE,4386
0098E00212000000,98-E-212,243,DELL AVE,15216,94800,24300,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00220000000,98-E-220,219,DELL AVE,15216,97100,25800,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098E00240000000,98-E-240,242,DELL AVE,15216,86000,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098E00268000000,98-E-268,257,SIEAFORTH AVE,15216,101200,20000,Taxable,Regular,Residential,SINGLE FAMILY,6929
0098F00256000000,98-F-256,210,MARTIN AVE,15216,63800,31000,Taxable,Regular,Residential,SINGLE FAMILY,6655
0098F00258000000,98-F-258,208,MARTIN AVE,15216,49800,27300,Taxable,Regular,Residential,SINGLE FAMILY,3680
0098F00264000000,98-F-264,1457,MCFARLAND RD,15216,73100,26000,Taxable,Regular,Residential,TWO FAMILY,4520
0098F00272000000,98-F-272,1465,MCFARLAND RD,15216,72700,28900,Taxable,Regular,Residential,SINGLE FAMILY,4515
0098F00241000000,98-F-241,1425,MCFARLAND RD,15216,990100,219200,Taxable,Regular,Commercial,APART:40+ UNITS,33187
0098F00266000000,98-F-266,1459,MCFARLAND RD,15216,50000,14000,Taxable,Regular,Residential,SINGLE FAMILY,3812
0098F00296000000,98-F-296,220,EDWARD AVE,15216,62000,28000,Taxable,Regular,Residential,SINGLE FAMILY,4106
0098F00286000000,98-F-286,219,EDWARD AVE,15216,78600,29500,Taxable,Regular,Residential,SINGLE FAMILY,4863
0098F00288000000,98-F-288,223,EDWARD AVE,15216,104500,31500,Taxable,Regular,Residential,SINGLE FAMILY,6050
0098F00294000000,98-F-294,224,EDWARD AVE,15216,60900,28200,Taxable,Regular,Residential,SINGLE FAMILY,4180
0098F00252000000,98-F-252,216,MARTIN AVE,15216,56900,27800,Taxable,Regular,Residential,SINGLE FAMILY,3930
0098F00282000000,98-F-282,213,EDWARD AVE,15216,50500,29500,Taxable,Regular,Residential,SINGLE FAMILY,4850
0098F00326000000,98-F-326,213,DELL AVE,15216,72700,25800,Taxable,Regular,Residential,SINGLE FAMILY,5500
0098F00346000000,98-F-346,1515,MCFARLAND RD,15216,69300,27600,Taxable,Regular,Residential,SINGLE FAMILY,6000
0098F00268000000,98-F-268,1461,MCFARLAND RD,15216,98800,29200,Taxable,Regular,Residential,TWO FAMILY,4712
0098F00274000000,98-F-274,205,EDWARD AVE,15216,61900,29900,Taxable,Regular,Residential,SINGLE FAMILY,5069
0098F00298000000,98-F-298,216,EDWARD AVE,15216,101000,28000,Taxable,Regular,Residential,SINGLE FAMILY,4070
0098F00318000000,98-F-318,1485,MCFARLAND RD,15216,373000,144000,Taxable,Corporation,Commercial,APART:20-39 UNITS,26642
0098F00324000000,98-F-324,211,DELL AVE,15216,113100,23900,Taxable,Regular,Residential,SINGLE FAMILY,4125
0098F00332000000,98-F-332,204,DELL AVE,15216,86200,28600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098F00248000000,98-F-248,220,MARTIN AVE,15216,59000,30700,Taxable,Regular,Residential,SINGLE FAMILY,6020
0098F00254000000,98-F-254,214,MARTIN AVE,15216,60600,27500,Taxable,Regular,Residential,SINGLE FAMILY,3810
0098F00284000000,98-F-284,215,EDWARD AVE,15216,73500,29500,Taxable,Regular,Residential,SINGLE FAMILY,4857
0098F00300000000,98-F-300,210,EDWARD AVE,15216,68700,28100,Taxable,Regular,Residential,SINGLE FAMILY,4113
0098F00306000000,98-F-306,200,EDWARD AVE,15216,82600,27500,Taxable,Regular,Residential,SINGLE FAMILY,3800
0098F00322000000,98-F-322,205,DELL AVE,15216,75500,28100,Taxable,Regular,Residential,SINGLE FAMILY,4125
0098F00334000000,98-F-334,200,DELL AVE,15216,91000,27000,Taxable,Regular,Residential,TWO FAMILY,4283
0098F00276000000,98-F-276,207,EDWARD AVE,15216,51400,29900,Taxable,Regular,Residential,SINGLE FAMILY,5072
0098F00344000000,98-F-344,1511,MCFARLAND RD,15216,228000,27000,Taxable,Regular,Commercial,APART: 5-19 UNITS,10309
0098F00260000000,98-F-260,206,MARTIN AVE,15216,63600,29100,Taxable,Regular,Residential,SINGLE FAMILY,4620
0098F00290000000,98-F-290,227,EDWARD AVE,15216,111100,30700,Taxable,Regular,Residential,SINGLE FAMILY,6100
0098F00330000000,98-F-330,208,DELL AVE,15216,63000,28200,Taxable,Regular,Residential,SINGLE FAMILY,4400
0098F00350000000,98-F-350,1525,MCFARLAND RD,15216,102600,27100,Taxable,Corporation,Residential,TWO FAMILY,5200
0098F00348000000,98-F-348,1517,MCFARLAND RD,15216,112900,27100,Taxable,Regular,Residential,THREE FAMILY,5200
0098F00302000000,98-F-302,208,EDWARD AVE,15216,48700,28200,Taxable,Regular,Residential,SINGLE FAMILY,4180
0098F00338000000,98-F-338,1501,MCFARLAND RD,15216,99400,22900,Taxable,Regular,Residential,SINGLE FAMILY,2739
0098F00304000000,98-F-304,204,EDWARD AVE,15216,91100,28200,Taxable,Regular,Residential,SINGLE FAMILY,4180
0098F00340000000,98-F-340,1505,MCFARLAND RD,15216,62200,26900,Taxable,Regular,Residential,TWO FAMILY,5037
0098E00274000000,98-E-274,241,SIEAFORTH AVE,15216,63100,24300,Exempt,Corporation,Residential,SINGLE FAMILY,4400
0098E00291000000,98-E-291,411,LAYTON AVE,15216,44500,29500,Taxable,Regular,Residential,SINGLE FAMILY,4829
0098F00235000000,98-F-235,1405,MCFARLAND RD,15216,635100,58800,Taxable,Regular,Commercial,OFFICE - 1-2 STORIES,17679
0098F00250000000,98-F-250,218,MARTIN AVE,15216,60000,28200,Taxable,Regular,Residential,SINGLE FAMILY,4185
0098F00278000000,98-F-278,209,EDWARD AVE,15216,100000,18000,Taxable,Regular,Residential,SINGLE FAMILY,4837
0098F00280000000,98-F-280,211,EDWARD AVE,15216,75000,25000,Taxable,Regular,Residential,SINGLE FAMILY,4840
0098H00395000000,98-H-395,0,HILLSDALE AVE,15216,0,1400,Exempt,Corporation,Government,MUNICIPAL GOVERNMENT,800
0098J00176000000,98-J-176,335,KENMONT AVE,15216,59100,21200,Taxable,Regular,Residential,SINGLE FAMILY,2460
0098J00178000000,98-J-178,331,KENMONT AVE,15216,70800,24100,Taxable,Regular,Residential,SINGLE FAMILY,4223
0098J00004000000,98-J-4,266,BEVERLY RD,15216,196200,15700,Taxable,Corporation,Commercial,APART: 5-19 UNITS,5326
0098J00182000000,98-J-182,325,MARTIN AVE,15216,48000,18000,Taxable,Regular,Residential,SINGLE FAMILY,3000
0098J00188000000,98-J-188,319,MARTIN AVE,15216,73600,26000,Taxable,Regular,Residential,SINGLE FAMILY,6000
0098J00196000000,98-J-196,201,CHURCH PL,15216,74400,15600,Taxable,Regular,Residential,SINGLE FAMILY,7016
0098J00218000000,98-J-218,311,KENMONT AVE,15216,71400,24600,Taxable,Regular,Residential,TWO FAMILY,6127
0098J00180000000,98-J-180,327,MARTIN AVE,15216,41100,22100,Taxable,Regular,Residential,SINGLE FAMILY,3000
0098J00206000000,98-J-206,308,MARTIN AVE,15216,73900,27900,Taxable,Regular,Residential,TWO FAMILY,4000
0098J00186000000,98-J-186,321,MARTIN AVE,15216,57800,22100,Taxable,Regular,Residential,SINGLE FAMILY,3000
0098J00184000000,98-J-184,323,MARTIN AVE,15216,59800,22100,Taxable,Regular,Residential,SINGLE FAMILY,3000
0098J00202000000,98-J-202,304,MARTIN AVE,15216,37900,22100,Taxable,Regular,Residential,SINGLE FAMILY,3000
